,tags
2144,"{'addr:housenumber': '1225', 'addr:street': 'Seymour Street', 'healthcare': 'clinic', 'addr:city': 'Vancouver'}"
2145,"{'cuisine': 'japanese', 'addr:housenumber': '1193', 'outdoor_seating': 'yes', 'addr:street': 'Hamilton Street', 'addr:city': 'Vancouver'}"
2146,{}
2147,"{'addr:province': 'BC', 'addr:street': 'Hamilton Street', 'payment:debit_cards': 'yes', 'addr:city': 'Vancouver'}"
2149,"{'addr:housenumber': '1127', 'addr:street': 'Mainland Street', 'addr:city': 'Vancouver'}"
2150,"{'addr:street': 'Mainland Street', 'addr:city': 'Vancouver'}"
2151,"{'addr:street': 'Mainland Street', 'addr:city': 'Vancouver'}"
2152,"{'addr:housenumber': '1130', 'addr:street': 'Mainland Street'}"
2153,"{'website': 'http://madebymister.com', 'payment:credit_cards': 'yes', 'payment:cash': 'yes', 'description': 'Artisan Ice Cream', 'cuisine': 'ice_cream', 'addr:postcode': 'V6B 5P2', 'addr:city': 'Vancouver', 'addr:housenumber': '1141', 'phone': '+1-778-379-2833', 'drive_through': 'no', 'opening_hours': 'Su-Th 12:00-22:00; Fr-Sa 12:00-21:00', 'name:en': 'Mister Artisan Ice Cream', 'addr:street': 'Mainland Street', 'payment:debit_cards': 'yes'}"
2161,"{'addr:housenumber': '1168', 'website': 'https://sushimaro.com/', 'phone': '+1-778-371-8332', 'addr:street': 'Mainland Street', 'addr:postcode': 'V6B 2S2', 'addr:unit': '101', 'addr:city': 'Vancouver'}"
2163,{'operator': 'Canada Post'}
2165,"{'addr:housenumber': '17630', 'name:en': 'Clydesdale Inn', 'addr:street': '56 Avenue'}"
2166,"{'addr:housenumber': '4110', 'addr:street': 'Norfolk Street', 'addr:postcode': 'V5G 0C1', 'addr:city': 'Burnaby'}"
2168,"{'brand:wikidata': 'Q38076', 'addr:housenumber': '8140', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'phone': '+1-604-370-4750', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': 'Su-Sa 05:00-24:00', 'cuisine': 'burger', 'addr:street': 'No. 2 Road', 'takeaway': 'yes', 'brand': ""McDonald's""}"
2169,"{'brand:wikidata': 'Q1820137', 'dispensing': 'yes', 'brand': 'Shoppers Drug Mart', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'healthcare': 'pharmacy'}"
2170,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}"
2171,"{'drive_through': 'no', 'atm': 'yes'}"
2172,"{'brand:wikidata': 'Q3258955', 'addr:housenumber': '5971', 'brand:wikipedia': 'en:London Drugs', 'addr:street': 'Number 3 Road', 'brand': 'London Drugs', 'healthcare': 'pharmacy'}"
2173,{'created_by': 'Potlatch 0.10f'}
2175,{'created_by': 'Potlatch 0.10f'}
2176,"{'cuisine': 'international', 'addr:housenumber': '2650', 'addr:street': 'Main Street', 'source': 'walk'}"
2177,"{'addr:housenumber': '2616', 'website': 'http://thecascade.ca/', 'addr:street': 'Main Street'}"
2178,"{'cuisine': 'italian', 'addr:housenumber': '2610', 'website': 'http://charlieslittleitalian.com/', 'addr:street': 'Main Street', 'source': 'Walk'}"
2179,"{'addr:housenumber': '2528', 'website': 'http://www.fuelledbycaffeine.com/', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'addr:street': 'Main Street'}"
2180,"{'cuisine': 'american', 'addr:housenumber': '2526', 'addr:street': 'Main Street'}"
2181,"{'cuisine': 'french', 'addr:housenumber': '2470', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
2182,"{'opening_hours': 'Mo-Sa 16:35-22:35; Su 16:30-21:00', 'cuisine': 'pizza', 'addr:housenumber': '2444', 'outdoor_seating': 'no', 'addr:street': 'Main Street'}"
2183,"{'addr:housenumber': '147', 'website': 'http://www.chutneyvilla.com/', 'phone': '+1-604-872-2228', 'opening_hours': 'Mo-Fr 11:30-22:00; Sa 11:00-22:00; Su 11:00-21:00', 'cuisine': 'indian', 'addr:street': 'East Broadway', 'addr:postcode': 'V5T 1W1'}"
2184,"{'cuisine': 'coffee_shop', 'addr:housenumber': '2525', 'website': 'http://kafkascoffee.ca/', 'addr:street': 'Main Street'}"
2185,"{'cuisine': 'burger', 'addr:housenumber': '2420', 'website': 'https://www.thewallflowermoderndiner.com/', 'addr:street': 'Main Street'}"
2186,"{'cuisine': 'burger', 'addr:housenumber': '2543', 'addr:street': 'Main Street'}"
2187,"{'cuisine': 'sushi', 'addr:housenumber': '4331', 'addr:street': 'Dominion Street'}"
2188,"{'delivery': 'no', 'addr:housenumber': '115', 'phone': '+1-604-770-4484', 'opening_hours': '11:30-22:30', 'cuisine': 'pizza', 'addr:street': 'West 15th Street', 'takeaway': 'yes', 'addr:city': 'North Vancouver'}"
2199,"{'addr:housenumber': '7891', 'name:en': 'Richmond Marina Chevron', 'addr:street': 'Grauer Road', 'operator': 'Chevron'}"
2200,"{'opening_hours': 'Mo-Su 12:00-22:00', 'addr:housenumber': '4150', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}"
2261,"{'website': 'https://www.remedys.ca/store/crossroads-pharmacy', 'phone': '+1-778-880-0125', 'opening_hours': 'Mo-Fr 09:00-18:00; Sa 10:00-16:00; Su off', 'entrance': 'yes', 'brand': ""Remedy'sRx Pharmacy"", 'addr:unit': '140'}"
2263,{}
2304,"{'addr:housenumber': '5604', 'alt_name': 'Husky', 'addr:street': 'Cloverdale Bypass'}"
2305,"{'opening_hours': '24/7', 'cuisine': 'donut', 'addr:housenumber': '15255', 'addr:street': 'Highway 10', 'internet_access': 'wlan'}"
2307,"{'opening_hours': 'Mo-Fr 10:00-20:00; Sa-Su 10:00-22:00', 'cuisine': 'burger', 'addr:housenumber': '1359', 'addr:street': 'Cliveden Avenue', 'drive_through': 'yes'}"
2308,"{'cuisine': 'regional', 'addr:housenumber': '1359', 'addr:street': 'Cliveden Avenue', 'internet_access': 'wlan'}"
2309,{'cuisine': 'sandwich'}
2310,"{'addr:housenumber': '1080', 'addr:street': 'Cliveden Avenue'}"
2311,"{'brand:wikidata': 'Q1820137', 'brand': 'Shoppers Drug Mart', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'operator': 'Shoppers Drug Mart', 'healthcare': 'pharmacy'}"
2312,"{'brand:wikidata': 'Q735261', 'official_name': 'Royal Bank of Canada', 'atm': 'yes', 'brand': 'RBC', 'brand:wikipedia': 'en:Royal Bank of Canada'}"
2313,{'cuisine': 'thai'}
2314,"{'cuisine': 'chinese', 'outdoor_seating': 'no', 'takeaway': 'yes', 'smoking': 'no'}"
2315,"{'brand:wikidata': 'Q17111672', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Panago', 'brand:wikipedia': 'en:Panago'}"
2316,"{'addr:housenumber': '20199', 'level': '0', 'cuisine': 'pizza', 'addr:street': '56 Avenue', 'addr:postcode': 'V3A 3Y6', 'addr:city': 'Langley'}"
2317,"{'cuisine': 'indian', 'addr:housenumber': '20345', 'addr:street': 'Fraser Highway', 'addr:city': 'Langley'}"
2318,"{'outdoor_seating': 'yes', 'food': 'yes', 'smoking': 'outside'}"
2322,"{'addr:province': 'BC', 'addr:housenumber': '4269', 'air_conditioning': 'yes', 'smoking': 'no', 'cuisine': 'japanese', 'addr:street': 'Lougheed Highway', 'addr:postcode': 'V5C 3Y6', 'addr:city': 'Burnaby'}"
2323,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '16010', 'brand:wikipedia': 'en:Starbucks', 'opening_hours': 'Sa,Su 06:00-22:00; Mo-Fr 05:00-22:00', 'cuisine': 'coffee_shop', 'addr:street': '24 Avenue', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:unit': '105'}"
2324,"{'brand:wikidata': 'Q1820137', 'addr:province': 'BC', 'addr:housenumber': '16050', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'opening_hours': 'Mo-Su 08:00-00:00', 'dispensing': 'yes', 'addr:street': '24 Avenue', 'brand': 'Shoppers Drug Mart', 'addr:unit': '105', 'healthcare': 'pharmacy', 'addr:city': 'Surrey'}"
2325,"{'addr:housenumber': '20580', 'phone': '+1-604-460-4444', 'healthcare:speciality': 'maternity', 'addr:street': 'Lougheed Highway', 'fax': '+1-604-460-0044', 'addr:postcode': 'V2X 2P8', 'healthcare': 'clinic', 'addr:city': 'Maple Ridge'}"
2326,{'addr:unit': '105'}
2327,"{'opening_hours': '24/7', 'cuisine': 'burger', 'addr:unit': '170'}"
2332,"{'ref': '0034', 'capacity': '14', 'network': 'Mobi'}"
2343,{}
2344,"{'healthcare:speciality': 'urology', 'operator': 'Dr George Vrabec', 'healthcare': 'doctor'}"
2349,"{'ref': '0237', 'capacity': '20', 'network': 'Mobi'}"
2350,"{'ref': '0260', 'capacity': '14', 'network': 'Mobi'}"
2351,"{'ref': '0236', 'capacity': '28', 'network': 'Mobi'}"
2352,"{'ref': '0265', 'capacity': '12', 'network': 'Mobi'}"
2353,"{'ref': '0246', 'capacity': '18', 'network': 'Mobi'}"
2354,"{'ref': '0248', 'capacity': '14', 'network': 'Mobi'}"
2355,"{'addr:province': 'BC', 'cuisine': 'vietnamese', 'addr:housenumber': '775', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}"
2369,{'cuisine': 'french'}
2378,{}
2379,{'healthcare': 'dentist'}
2381,{}
2382,{}
2383,{'cuisine': 'japanese'}
2384,{}
2385,"{'brand:wikidata': 'Q1820137', 'brand': 'Shoppers Drug Mart', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'healthcare': 'pharmacy'}"
2386,"{'brand:wikidata': 'Q524757', 'alt_name': 'Kentucky Fried Chicken', 'brand:wikipedia': 'en:KFC', 'drive_through': 'yes', 'cuisine': 'chicken', 'takeaway': 'yes', 'brand': 'KFC', 'operator': 'KFC'}"
2387,"{'brand:wikidata': 'Q752941', 'cuisine': 'tex-mex', 'takeaway': 'yes', 'brand': 'Taco Bell', 'brand:wikipedia': 'en:Taco Bell'}"
2388,"{'brand:wikidata': 'Q38076', 'addr:housenumber': '11011', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'phone': '+1-604-580-4040', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'Scott Road', 'takeaway': 'yes', 'brand': ""McDonald's""}"
2389,"{'addr:province': 'BC', 'addr:housenumber': '7907', 'addr:street': 'Scott Road', 'addr:city': 'Delta'}"
2390,"{'operator:type': 'public', 'addr:housenumber': '9167', 'website': 'https://fvrl.bibliocommons.com/locations/FL', 'internet_access': 'wlan', 'phone': '+1-604-888-0722', 'opening_hours': 'Tu-We 13:00-20:00; Th-Sa 10:00-12:30; Th-Sa 13:00-17:00; Su-Mo off; PH off', 'addr:street': 'Glover Road', 'addr:postcode': 'V1M 2R6', 'operator': 'Fraser Valley Regional Library', 'addr:city': 'Langley'}"
2391,"{'dispensing': 'yes', 'healthcare': 'pharmacy'}"
2392,"{'cuisine': 'asian', 'addr:street': 'Glover Road', 'addr:city': 'Township of Langley'}"
2393,{}
2394,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'drive_through': 'yes', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:unit': '7100'}"
2395,"{'opening_hours': 'Su-Th 11:30-24:00, Fr,Sa 11:30-01:00'}"
2396,"{'brand:wikidata': 'Q38076', 'addr:housenumber': '1482', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': 'Su-Th 06:00-24:00; Fr-Sa 06:00-01:00', 'cuisine': 'burger', 'addr:street': 'West Broadway', 'takeaway': 'yes', 'brand': ""McDonald's""}"
2397,"{'brand:wikidata': 'Q175106', 'wheelchair': 'yes', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2398,"{'brand:wikidata': 'Q1194143', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Pizza Pizza', 'brand:wikipedia': 'en:Pizza Pizza'}"
2399,{}
2400,{'wheelchair': 'yes'}
2401,"{'wheelchair': 'yes', 'cuisine': 'burger'}"
2402,{'wheelchair': 'yes'}
2403,"{'brand:wikidata': 'Q3258955', 'addr:housenumber': '11666', 'brand:wikipedia': 'en:London Drugs', 'dispensing': 'yes', 'addr:street': 'Steveston Highway', 'brand': 'London Drugs', 'addr:unit': '3200', 'healthcare': 'pharmacy'}"
2406,{}
2408,"{'brand:wikidata': 'Q37158', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'brand:wikipedia': 'en:Starbucks'}"
2409,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}"
2411,{'shop': 'convenience'}
2412,{}
2413,"{'brand:wikidata': 'Q666694', 'addr:housenumber': '6011', 'alt_name': 'Canadian Imperial Bank of Commerce', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'addr:street': 'Number 3 Road', 'atm': 'yes', 'brand': 'CIBC'}"
2414,"{'brand:wikidata': 'Q38076', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'takeaway': 'yes', 'addr:city': 'Richmond', 'addr:housenumber': '7120', 'phone': '+1-604-718-1045', 'drive_through': 'yes', 'smoking': 'no', 'opening_hours': '24/7', 'outdoor_seating': 'yes', 'addr:street': 'No. 3 Road', 'brand': ""McDonald's""}"
2415,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Richmond', 'addr:housenumber': '8111', 'outdoor_seating': 'yes', 'addr:street': 'Ackroyd Road', 'brand': 'Starbucks'}"
2416,"{'brand:wikidata': 'Q735261', 'official_name': 'Royal Bank of Canada', 'brand': 'RBC', 'brand:wikipedia': 'en:Royal Bank of Canada'}"
2417,"{'brand:wikidata': 'Q894578', 'cuisine': 'pizza', 'brand': 'Boston Pizza', 'brand:wikipedia': 'en:Boston Pizza', 'addr:city': 'Richmond'}"
2418,{'addr:city': 'Richmond'}
2419,"{'brand:wikidata': 'Q451476', 'brand': 'Scotiabank', 'brand:wikipedia': 'en:Scotiabank'}"
2420,"{'addr:housenumber': '4071', 'addr:street': 'Number 3 Road'}"
2421,{}
2422,"{'cuisine': 'italian', 'addr:housenumber': '14200', 'addr:street': 'Entertainment Boulevard', 'addr:unit': '110', 'addr:city': 'Richmond'}"
2423,"{'brand:wikidata': 'Q867662', 'addr:housenumber': '9591', 'brand:wikipedia': 'en:Esso', 'opening_hours': '24/7', 'addr:street': 'Ladner Trunk Road', 'brand': 'Esso', 'addr:city': 'Delta'}"
2424,"{'brand:wikidata': 'Q319642', 'addr:housenumber': '9628', 'brand:wikipedia': 'en:Chevron Corporation', 'opening_hours': '24/7', 'addr:street': 'Ladner Trunk Road', 'brand': 'Chevron', 'addr:city': 'Delta'}"
2425,"{'brand:wikidata': 'Q7995414', 'cuisine': 'burger', 'brand': 'White Spot', 'brand:wikipedia': 'en:White Spot'}"
2426,{}
2427,"{'addr:housenumber': '11688', 'website': 'http://www.yourlibrary.ca', 'addr:street': 'Steveston Highway'}"
2428,"{'addr:housenumber': '9100', 'addr:street': 'Blundell Road', 'atm': 'yes', 'drive_through': 'yes'}"
2429,{'cuisine': 'chicken'}
2430,{}
2431,"{'brand:wikidata': 'Q1936229', 'brand:wikipedia': 'en:Quiznos', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Quiznos', 'addr:unit': '3130'}"
2432,"{'brand:wikidata': 'Q7673972', 'cuisine': 'mexican', 'takeaway': 'yes', 'brand': 'Taco Del Mar', 'brand:wikipedia': 'en:Taco del Mar'}"
2433,{}
2435,"{'brand:wikidata': 'Q319642', 'addr:housenumber': '5206', 'addr:street': 'Ladner Trunk Road', 'brand': 'Chevron', 'brand:wikipedia': 'en:Chevron Corporation'}"
2436,"{'brand:wikidata': 'Q154950', 'brand': 'Shell', 'brand:wikipedia': 'en:Royal Dutch Shell'}"
2437,"{'wheelchair': 'limited', 'shop': 'alcohol'}"
2438,"{'cuisine': 'pizza', 'website': 'http://www.panago.ca'}"
2439,"{'brand:wikidata': 'Q1393809', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Little Caesars', 'brand:wikipedia': 'en:Little Caesars'}"
2440,"{'brand:wikidata': 'Q38076', 'addr:housenumber': '1815', 'website': 'http://www.mcdonalds.ca/', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'addr:street': '56 Street', 'takeaway': 'yes', 'brand': ""McDonald's""}"
2441,{}
2442,"{'website': 'http://www.ladnerbaptist.ca/', 'denomination': 'baptist', 'religion': 'christian'}"
2443,"{'addr:housenumber': '4960', 'website': 'https://www.ladnerunited.org/', 'addr:street': '48 Avenue', 'denomination': 'united', 'religion': 'christian'}"
2444,"{'denomination': 'lutheran', 'religion': 'christian'}"
2445,{'healthcare': 'pharmacy'}
2446,{}
2447,"{'website': 'https://www.vancouver.anglican.ca', 'service_times': 'Su 8:30, Su 10:30', 'denomination': 'anglican', 'religion': 'christian'}"
2448,"{'addr:housenumber': '4683', 'website': 'https://fvrl.bibliocommons.com/locations/LD', 'internet_access': 'wlan', 'phone': '+1-604-946-6215', 'opening_hours': 'Mo-Th 10:00-21:00; Fr-Sa 10:00-17:00; Su 11:00-17:00; PH off', 'addr:street': '51 Street', 'operator': 'Fraser Valley Regional Library', 'addr:city': 'Delta'}"
2450,"{'brand:wikidata': 'Q1185675', 'addr:housenumber': '6780', 'website': 'http://data.gointranet.com/cgi-bin/unitloc/ihop/locator.cgi?cpage=main.html&cu=ejeske&cl=304', 'brand:wikipedia': 'en:IHOP', 'cuisine': 'breakfast;pancake', 'addr:street': 'Number 3 Road', 'brand': 'IHOP'}"
2451,"{'note': 'Open 7 days a week (including Christmas Day)', 'addr:housenumber': '200-5951', 'website': 'http://www.empirerestaurant.ca/', 'smoking': 'no', 'opening_hours': '09:00-15:00; 17:30-22:30', 'cuisine': 'chinese', 'addr:street': 'Number 3 Road', 'addr:postcode': 'V6X 2E3', 'addr:city': 'Richmond'}"
2452,"{'cuisine': 'italian', 'website': 'http://www.italiantomato.ca/', 'phone': '+1-604-247-0040'}"
2453,{'cuisine': 'chinese'}
2454,"{'brand:wikidata': 'Q666694', 'atm': 'yes', 'brand': 'CIBC', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce'}"
2455,"{'brand:wikidata': 'Q7914085', 'official_name': 'Vancouver City Savings Credit Union', 'brand:wikipedia': 'en:Vancity', 'atm': 'yes', 'brand': 'Vancity', 'url': 'https://www.vancity.com/ContactUs/FindBranchATM/?show=branchDetail&branch_id=41'}"
2456,{'cuisine': 'burger'}
2457,"{'brand:wikidata': 'Q1208279', 'addr:housenumber': '5680', 'addr:street': 'Oak Street', 'brand': 'Petro-Canada', 'brand:wikipedia': 'en:Petro-Canada'}"
2458,"{'wheelchair': 'yes', 'addr:housenumber': '9523', 'website': 'https://www.bpl.bc.ca/', 'phone': '+1-604-421-5454', 'opening_hours': 'Mo-Th 10:00-21:00; Fr-Sa 10:00-18:00; Su 12:00-17:00', 'addr:street': 'Cameron Street', 'addr:postcode': 'V3J 1L6', 'operator': 'Burnaby Public Library', 'addr:city': 'Burnaby'}"
2459,{}
2460,"{'addr:housenumber': '6450', 'website': 'https://www.burnaby.ca/Things-To-Do/Arts-and-Heritage/Shadbolt-Centre-for-the-Arts.html', 'phone': '+1-604-297-4440', 'opening_hours': 'Mo-Th 09:00-20:00; Fr 09:00-19:00; Sa 09:00-16:00; Su 10:00-15:00', 'addr:street': 'Deer Lake Avenue', 'email': 'shadboltinfo@burnaby.ca'}"
2461,"{'opening_hours': 'Mo-Su 08:00-20:00', 'addr:housenumber': '6355', 'website': 'http://burnaby.rcmp-grc.gc.ca/', 'addr:street': 'Deer Lake Avenue', 'phone': '+1-604-646-9999'}"
2465,"{'wheelchair': 'no', 'website': 'http://www.chillwinston.com'}"
2466,{}
2468,"{'specialty': 'ophthalmology', 'website': 'https://doctorwalker.ca/', 'phone': '+1-604-853-6321', 'addr:unit': 'A', 'operator': 'Dr Randy Walker', 'healthcare': 'doctor'}"
2476,"{'addr:housenumber': '11295', 'addr:street': 'Mellis Drive', 'denomination': 'mennonite', 'religion': 'christian'}"
2477,{}
2479,"{'brand:wikidata': 'Q735261', 'official_name': 'Royal Bank of Canada', 'brand': 'RBC', 'brand:wikipedia': 'en:Royal Bank of Canada'}"
2480,{'name:en': 'Bradner Road Rest Area'}
2486,"{'bus': 'yes', 'website': 'https://translink.ca/', 'ref': '61800', 'public_transport': 'station'}"
2487,"{'bus': 'yes', 'addr:housenumber': '7907', 'website': 'https://translink.ca/', 'phone': '+1-604-953-3333', 'public_transport': 'station', 'addr:street': 'Granville Street'}"
2488,"{'brand:wikidata': 'Q1466184', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""Harvey's"", 'brand:wikipedia': ""en:Harvey's""}"
2489,"{'cuisine': 'japanese', 'addr:housenumber': '4265', 'addr:street': 'Main Street', 'phone': '+1-604-620-7878'}"
2490,"{'bus': 'yes', 'website': 'https://translink.ca/', 'public_transport': 'station'}"
2491,{}
2492,{'website': 'http://www.subway.com'}
2493,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2513,{}
2514,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'https://www.starbucks.com/', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '201', 'opening_hours': 'Mo-Sa 06:00-20:00; Su 06:00-19:00', 'brand': 'Starbucks'}"
2515,"{'brand:wikidata': 'Q1820137', 'wheelchair': 'yes', 'brand:wikipedia': 'en:Shoppers Drug Mart', 'opening_hours': 'Mo-Su 08:00-00:00', 'brand': 'Shoppers Drug Mart', 'healthcare': 'pharmacy'}"
2516,"{'brand:wikidata': 'Q2818848', 'website': 'http://www.aw.ca', 'internet_access': 'wlan', 'brand:wikipedia': 'en:A&W (Canada)', 'opening_hours': 'Mo-Fr 06:00-20:00; Sa 07:30-20:00; Su 08:00-20:00', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'A&W'}"
2517,"{'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'addr:housenumber': '6133', 'website': 'https://www.ams.ubc.ca/foodanddrink/the-pit/', 'phone': '+1-604-822-6511', 'smoking': 'no', 'opening_hours': 'Mo,Tu,Th 11:30-23:00; We 11:30-02:00; Fr 11:30-01:00', 'addr:street': 'University Boulevard', 'layer': '-1'}"
2518,"{'cuisine': 'burger', 'website': 'http://www.whitespot.com', 'phone': '+1-604-310-SPOT'}"
